Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Africa Eastern and Southern,AFE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.12697482131851
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,796586157553.094
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.34277559400802
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,1584.33328485465
Africa Western and Central,AFW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,502789511
Africa Western and Central,AFW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.6354097027931
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.67008370755076
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,3491516939569.88
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.929791980463165
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,7377.39893629449
Arab World,ARB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Arab World,ARB,"Population, total",SP.POP.TOTL,473272080
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.8277579031748
Arab World,ARB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.64216403030709
Arab World,ARB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,632216577075.109
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.36505523054922
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,53475.2934952935
Belgium,BEL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Belgium,BEL,"Population, total",SP.POP.TOTL,11822592
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,98.189
Belgium,BEL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.04901077613941
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.528
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,19395765126.3127
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.73091904554352
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,7249.79932596262
Botswana,BWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Botswana,BWA,"Population, total",SP.POP.TOTL,2675352
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.867
Botswana,BWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.0676154934383
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,23.381
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2173665655937.27
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.90848048667777
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,10043.6239221567
Brazil,BRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Brazil,BRA,"Population, total",SP.POP.TOTL,216422446
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.788
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.59356282283204
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.947
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,15128292953.5098
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.40706822925519
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,33430.9184783787
Brunei Darussalam,BRN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,452524
Brunei Darussalam,BRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.149
Brunei Darussalam,BRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.35706431153689
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.296
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,101584384672.786
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.84638956019879
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,15797.5955773596
Bulgaria,BGR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Bulgaria,BGR,"Population, total",SP.POP.TOTL,6430370
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.701
Bulgaria,BGR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.44284140088564
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.319
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,31772759998.8571
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.39999999995442
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,1875.07148192948
Cambodia,KHM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Cambodia,KHM,"Population, total",SP.POP.TOTL,16944826
Cambodia,KHM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.57
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.95115232467651
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.12746796594194
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2140085567791.45
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.06599445256434
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,53371.6974319701
Canada,CAN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Canada,CAN,"Population, total",SP.POP.TOTL,40097761
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.862
Canada,CAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.87900159788426
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.415
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,335533331669.219
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.218780666901552
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,17093.2419713921
Chile,CHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Chile,CHL,"Population, total",SP.POP.TOTL,19629590
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.012
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.58168251407969
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.013
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,17794781986104.5
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.19999999987174
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,12614.0609948923
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
China,CHN,"Population, total",SP.POP.TOTL,1410710000
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.57
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.234836828893051
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,363540156234.868
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.612181322079849
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6979.72513470377
Colombia,COL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Colombia,COL,"Population, total",SP.POP.TOTL,52085168
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.354
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.7359044948689
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.603
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,86497941439.0174
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.11192183224598
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,16595.3703837185
Costa Rica,CRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5212173
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.622
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.525193508693455
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.325
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2555492085.24831
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.870251450842758
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,445.028195988605
Central African Republic,CAF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Central African Republic,CAF,"Population, total",SP.POP.TOTL,5742315
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.614
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.97913852618937
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,82688842717.3926
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.06087128780983
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,21459.7847808036
Croatia,HRV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Croatia,HRV,"Population, total",SP.POP.TOTL,3853200
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.575
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.9412817758683
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.086
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,..
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Cuba,CUB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11194449
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.523
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,32229622669.1951
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.46693496487094
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,34701.44140625
Cyprus,CYP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1260138
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.987
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.54134188751663
Cyprus,CYP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.098
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,330858339871.686
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.311479452106369
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,30427.4234688601
Czechia,CZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10873689
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.552
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.6612601372426
Czechia,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.58
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,53252637669.8953
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.7158562820673
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,16810.93501732
Caribbean small states,CSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,3167738
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.9772311602159
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Caribbean small states,CSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.81386026387223
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,121444279313.931
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.36061568723294
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,10716.0133558903
Dominican Republic,DOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11332972
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.446
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.78561281021135
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.555
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,404198757537.974
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.88961038591202
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,67967.3818685562
Denmark,DNK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5946952
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.495
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.30517811237606
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.094
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,118844826000
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.35521790742197
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6533.35150400616
Ecuador,ECU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,18190484
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.792
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.89365005493164
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.21568764237058
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.51
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,395926075163.006
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.75900541919032
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3512.58006529798
"Egypt, Arab Rep.",EGY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,112716598
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.1
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,33.8847763115546
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,40744848827.9537
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.00559012612986
